Date,Machine_ID,Machine_Name,Shift,Units_Produced,Downtime_Minutes,Scrap_Units,Defect_Percentage,Machine_Utilization (%),Bottleneck_Reason,Delay_Cause,Planned_Production,Actual_Production,Energy_Consumption (kWh),Operator_Name
2023-01-16,M002,Machine_M002,Swing,527,20,18,0.71,64.5,Operator Error,Setup Delay,601,527,1888,Alexis Dominguez
2023-08-03,M005,Machine_M005,Night,206,99,4,1.74,65.88,Material Shortage,Setup Delay,297,206,1665,Christopher Duncan
2024-03-13,M005,Machine_M005,Night,425,103,17,2.48,80.86,Material Shortage,Setup Delay,573,425,1637,Joseph Campbell
2023-08-12,M001,Machine_M001,Night,277,19,13,3.88,81.67,Material Shortage,Setup Delay,386,277,1278,Gerald Stewart
2023-09-27,M004,Machine_M004,Day,769,117,36,0.94,93.21,Tooling Issue,Power Issue,914,769,1834,Sonya Washington
2024-04-06,M002,Machine_M002,Swing,461,79,5,3.88,80.4,Operator Error,Maintenance Delay,601,461,1709,Alejandro Jackson
2023-12-22,M003,Machine_M003,Night,102,31,2,3.03,80.06,None,Maintenance Delay,226,102,1050,Johnny Pineda
2024-02-14,M002,Machine_M002,Swing,762,4,6,2.81,68.31,Tooling Issue,Maintenance Delay,847,762,1945,Erin Bishop
2025-03-11,M001,Machine_M001,Night,883,46,38,1.27,86.07,Material Shortage,Setup Delay,982,883,1668,Luke Morales
2024-08-25,M001,Machine_M001,Day,499,95,3,3.81,75.77,Tooling Issue,None,587,499,1419,Dorothy Park
2023-07-21,M002,Machine_M002,Day,419,116,17,4.44,62.3,Tooling Issue,Maintenance Delay,545,419,1494,Darrell Garrett
2025-04-16,M001,Machine_M001,Night,858,96,10,3.12,66.65,Material Shortage,Setup Delay,1002,858,1401,Deborah Brewer
2023-08-21,M001,Machine_M001,Swing,329,8,13,1.62,65.96,Material Shortage,None,435,329,1147,Christine Williams
2024-08-05,M004,Machine_M004,Swing,233,71,7,1.46,74.91,Material Shortage,None,292,233,1451,Jaime Carter
2024-01-03,M003,Machine_M003,Day,985,88,33,4.14,61.12,Material Shortage,Power Issue,1132,985,1398,Ryan Gonzalez
2024-07-18,M002,Machine_M002,Swing,906,80,38,1.66,89.17,Operator Error,Setup Delay,1006,906,1256,Lonnie Mejia
2023-06-23,M004,Machine_M004,Day,743,28,14,4.08,81.02,Tooling Issue,None,889,743,1249,James White
2023-06-16,M003,Machine_M003,Night,967,77,36,4.51,77.26,None,Setup Delay,1019,967,1546,Norma Smith
2022-11-18,M001,Machine_M001,Night,328,95,5,4.28,83.16,Operator Error,Power Issue,442,328,1503,Cynthia Walker
2024-08-04,M003,Machine_M003,Swing,649,91,22,2.74,74.31,Operator Error,Setup Delay,771,649,1607,Joseph Parsons
2024-04-28,M004,Machine_M004,Night,809,26,32,2.07,65.06,Operator Error,Setup Delay,892,809,1824,Brandon Fernandez
2025-04-05,M002,Machine_M002,Day,276,88,2,1.34,93.27,None,Setup Delay,330,276,1328,Michaela Allen
2023-07-25,M003,Machine_M003,Day,390,96,17,1.36,87.45,Material Shortage,None,476,390,1715,Isaac Wang
2023-09-29,M003,Machine_M003,Day,157,4,2,2.69,71.85,Tooling Issue,Power Issue,221,157,1776,Joseph Wells
2025-01-22,M001,Machine_M001,Swing,438,33,15,1.98,71.11,Tooling Issue,None,570,438,1524,Catherine Pollard
2023-03-29,M004,Machine_M004,Night,282,25,14,1.73,79.03,Operator Error,Maintenance Delay,348,282,1210,Tanya Stokes
2023-01-30,M001,Machine_M001,Night,928,27,5,3.27,86.86,Tooling Issue,None,1043,928,1639,Sara Jennings
2023-12-11,M005,Machine_M005,Day,952,75,39,3.13,70.81,None,Power Issue,1016,952,1508,David Jordan
2022-08-04,M004,Machine_M004,Swing,523,110,20,2.46,66.52,None,Setup Delay,668,523,1378,Cameron Young
2023-09-05,M005,Machine_M005,Swing,959,67,38,3.98,70.73,Operator Error,Setup Delay,1070,959,1517,Andrew Mendoza
2022-05-22,M003,Machine_M003,Night,253,47,8,4.06,64.34,Tooling Issue,Maintenance Delay,334,253,1530,Danielle Hawkins
2025-04-25,M002,Machine_M002,Night,342,68,9,3.9,81.53,None,Maintenance Delay,478,342,1004,Joshua Craig
2022-12-13,M003,Machine_M003,Swing,849,93,9,0.51,70.31,Tooling Issue,Power Issue,960,849,1257,Sue Cunningham MD
2023-07-03,M002,Machine_M002,Swing,973,30,26,2.49,70.29,Tooling Issue,Maintenance Delay,1088,973,1833,Michael Johnson
2023-01-30,M004,Machine_M004,Night,688,49,1,0.67,75.2,None,None,821,688,1988,Ian Martinez
2024-06-08,M004,Machine_M004,Swing,576,30,9,2.36,70.8,None,None,713,576,1247,Margaret Nguyen
2024-12-22,M004,Machine_M004,Swing,757,89,34,0.84,89.63,Operator Error,Power Issue,875,757,1222,Travis Horne
2023-06-08,M002,Machine_M002,Night,993,5,33,3.5,83.0,Material Shortage,Maintenance Delay,1076,993,1431,Angela Gonzalez
2024-03-24,M002,Machine_M002,Day,444,34,6,1.05,85.86,None,None,541,444,1070,Jill Fisher
2024-03-05,M003,Machine_M003,Swing,612,69,13,4.76,65.51,None,Maintenance Delay,683,612,1423,Patrick Hartman
2024-11-27,M001,Machine_M001,Night,879,67,22,4.38,68.09,Material Shortage,Power Issue,1004,879,1935,Kenneth Gomez
2022-06-05,M004,Machine_M004,Day,904,14,15,4.74,68.2,Tooling Issue,Maintenance Delay,969,904,1008,Morgan Martin
2024-08-02,M004,Machine_M004,Night,952,31,4,0.79,71.67,Tooling Issue,Maintenance Delay,1059,952,1603,Danielle Trevino
2025-04-20,M004,Machine_M004,Day,543,83,4,1.9,75.88,Tooling Issue,Power Issue,595,543,1572,Carla Gordon
2023-03-13,M001,Machine_M001,Day,812,37,20,2.01,69.16,Material Shortage,Maintenance Delay,886,812,1592,Jennifer Robinson
2023-02-23,M002,Machine_M002,Day,868,63,19,0.8,64.05,Tooling Issue,Maintenance Delay,1002,868,1562,Gregory Martinez
2025-01-10,M004,Machine_M004,Day,849,44,7,2.63,94.28,Material Shortage,None,965,849,1596,Jill Sanders
2023-11-22,M002,Machine_M002,Day,164,13,6,2.48,80.84,Operator Error,Setup Delay,230,164,1601,Andrea Holmes
2022-05-19,M004,Machine_M004,Swing,668,97,18,1.45,88.24,None,Setup Delay,757,668,1557,Bill Jones
2025-03-20,M001,Machine_M001,Night,634,91,30,2.78,84.25,Tooling Issue,Setup Delay,776,634,1189,Donna Rogers
2024-04-12,M002,Machine_M002,Swing,596,48,19,4.46,81.97,Operator Error,Maintenance Delay,655,596,1640,Debra Thompson MD
2024-03-06,M004,Machine_M004,Night,789,21,21,3.35,66.31,None,Maintenance Delay,840,789,1090,Stacy Garrett
2025-03-06,M003,Machine_M003,Swing,208,107,8,4.44,86.14,Tooling Issue,Maintenance Delay,320,208,1039,Clinton Adams
2024-04-20,M005,Machine_M005,Night,542,42,21,4.43,61.41,None,Maintenance Delay,593,542,1448,Mark Contreras
2024-12-30,M005,Machine_M005,Swing,623,47,30,1.39,60.75,Tooling Issue,Setup Delay,740,623,1997,Erin Riley
2024-12-04,M004,Machine_M004,Swing,412,73,9,4.1,73.91,Tooling Issue,Maintenance Delay,485,412,1650,Lisa Johnson
2023-10-24,M002,Machine_M002,Swing,778,65,29,3.98,73.95,Material Shortage,Power Issue,888,778,1981,Sarah Villegas
2024-03-27,M005,Machine_M005,Swing,695,118,17,1.86,81.51,None,None,788,695,1869,James Wright MD
2024-03-31,M001,Machine_M001,Swing,174,94,6,4.27,70.18,Tooling Issue,Setup Delay,267,174,1330,Nicholas Dunn
2024-07-01,M001,Machine_M001,Day,571,56,26,3.85,75.71,Tooling Issue,Power Issue,696,571,1936,Adam White
2024-06-18,M005,Machine_M005,Swing,400,72,8,3.01,91.55,Operator Error,Maintenance Delay,523,400,1184,Matthew Patterson
2023-11-03,M004,Machine_M004,Day,330,105,15,0.73,92.37,Material Shortage,Setup Delay,418,330,1345,Gregory Hernandez
2022-06-18,M005,Machine_M005,Swing,564,67,0,4.68,66.26,Material Shortage,Maintenance Delay,646,564,1476,Tony Freeman
2022-05-12,M001,Machine_M001,Swing,303,11,0,1.05,63.8,None,Maintenance Delay,412,303,1685,John Moore
2022-07-25,M004,Machine_M004,Day,825,105,13,4.03,92.74,Operator Error,Setup Delay,899,825,1164,Kimberly Hill
2023-02-02,M005,Machine_M005,Night,723,34,11,4.13,83.69,Operator Error,None,796,723,1547,Sharon Miller
2022-10-09,M001,Machine_M001,Night,963,97,22,1.14,77.68,Tooling Issue,Maintenance Delay,1035,963,1684,Adrian Abbott
2023-10-20,M002,Machine_M002,Day,772,63,0,0.99,89.24,Tooling Issue,Maintenance Delay,874,772,1575,Stephen Roy
2022-07-11,M004,Machine_M004,Night,126,96,3,3.9,76.71,Operator Error,Power Issue,210,126,1585,Mr. Joshua Zamora
2025-04-20,M005,Machine_M005,Swing,328,66,12,2.78,62.3,Tooling Issue,Setup Delay,446,328,1276,Ronald Mayo
2023-11-19,M002,Machine_M002,Night,405,23,3,3.55,74.79,Operator Error,Power Issue,468,405,1937,Charles Flores
2023-07-08,M002,Machine_M002,Swing,981,18,20,2.47,83.75,None,Setup Delay,1054,981,1402,Brian Mora
2022-11-08,M004,Machine_M004,Night,287,108,13,4.53,75.68,Tooling Issue,Power Issue,425,287,1068,Kaitlyn White
2023-01-14,M003,Machine_M003,Day,406,111,0,3.01,80.22,None,Maintenance Delay,466,406,1457,Alexander Stewart
2022-08-30,M002,Machine_M002,Night,826,94,0,3.75,65.42,Operator Error,Maintenance Delay,920,826,1700,Donald Wilson
2023-04-18,M003,Machine_M003,Swing,762,107,18,2.73,87.64,Operator Error,Maintenance Delay,895,762,1090,Matthew Roberson
2024-10-24,M004,Machine_M004,Day,582,39,23,1.06,63.91,Tooling Issue,None,730,582,1649,Anthony Schmidt
2023-08-12,M002,Machine_M002,Night,917,69,38,4.42,78.34,Operator Error,Maintenance Delay,1053,917,1158,Kimberly Dickerson
2024-11-15,M001,Machine_M001,Day,974,58,39,2.17,89.1,Material Shortage,Maintenance Delay,1112,974,1035,Eric Garcia
2024-01-03,M002,Machine_M002,Swing,224,74,4,1.02,93.95,Material Shortage,Setup Delay,319,224,1332,Amanda Hopkins
2025-03-20,M002,Machine_M002,Day,445,21,20,2.15,81.42,Operator Error,Setup Delay,575,445,1668,Jennifer Goodwin
2024-07-06,M002,Machine_M002,Night,837,26,24,0.85,84.98,Operator Error,Setup Delay,955,837,1238,Kari Thomas
2025-04-19,M002,Machine_M002,Night,678,10,28,3.08,73.56,Material Shortage,None,789,678,1094,Tiffany Oneill
2024-10-28,M002,Machine_M002,Night,300,98,6,2.59,68.16,None,Setup Delay,353,300,1337,Gloria Ramirez
2024-03-19,M004,Machine_M004,Night,292,65,14,1.52,79.92,Operator Error,None,398,292,1752,Carolyn Bailey
2023-11-03,M005,Machine_M005,Day,554,3,6,0.59,69.62,Operator Error,Power Issue,689,554,1648,Jennifer May
2023-09-18,M001,Machine_M001,Swing,951,18,43,2.95,81.97,None,Power Issue,1025,951,1949,Elizabeth Mills MD
2023-01-05,M005,Machine_M005,Night,655,116,11,4.05,62.19,Tooling Issue,Setup Delay,769,655,1618,Joel Garza
2022-10-02,M003,Machine_M003,Night,648,75,16,1.26,86.0,Material Shortage,Power Issue,700,648,1398,Trevor Jackson
2024-06-20,M005,Machine_M005,Day,348,55,2,2.93,63.22,Tooling Issue,Setup Delay,477,348,1813,Catherine Ross
2024-04-22,M001,Machine_M001,Day,321,57,15,3.77,93.28,Tooling Issue,Power Issue,404,321,1311,Shannon Pena
2024-09-02,M005,Machine_M005,Day,335,119,5,1.5,60.76,None,Maintenance Delay,408,335,1502,Monica Santiago
2022-08-09,M005,Machine_M005,Swing,769,84,9,3.93,73.31,None,Setup Delay,845,769,1152,Benjamin Keller
2023-12-01,M002,Machine_M002,Swing,587,90,2,1.14,71.38,Material Shortage,Maintenance Delay,700,587,1843,Micheal Byrd
2024-01-22,M004,Machine_M004,Swing,320,95,9,1.27,60.55,Operator Error,None,439,320,1483,Benjamin Smith
2022-07-23,M004,Machine_M004,Day,616,70,0,1.9,64.6,Tooling Issue,Power Issue,684,616,1458,Dr. Tamara Irwin
2022-10-08,M001,Machine_M001,Swing,363,52,17,3.99,83.88,Tooling Issue,Setup Delay,474,363,1025,Laura Harris
2023-05-30,M005,Machine_M005,Night,880,105,18,2.41,71.92,Operator Error,Power Issue,937,880,1536,Doris Davis MD
2022-10-28,M001,Machine_M001,Swing,826,22,18,4.76,69.17,Tooling Issue,None,880,826,1294,Deborah Cox MD
2024-10-05,M003,Machine_M003,Swing,577,103,0,4.0,71.02,Operator Error,None,717,577,1088,Michael Hill
2024-06-12,M002,Machine_M002,Day,886,74,3,1.07,70.18,None,None,1012,886,1971,Brandi Barton
2022-12-06,M004,Machine_M004,Night,849,106,6,1.24,83.84,None,Power Issue,985,849,1583,Gloria Barber
2022-09-02,M005,Machine_M005,Night,173,109,6,1.43,92.51,Operator Error,Maintenance Delay,259,173,1961,John Ross
