Date,Machine_ID,Maintenance_Type,Maintenance_Cost,Downtime_Minutes,Maintenance_Backlog_Count,Spare_Part_Name,Spare_Part_Stock,Breakdown_Reason,MTBF (hours),MTTR (hours),Next_Service_Date,Technician_Name,Technician_Score
2023-01-01,M002,Preventive,2932,219,3,Bearing,20,None,337,5.02,2023-03-06,Tyler Robinson,4
2022-11-20,M002,Reactive,4701,293,2,Bearing,47,Electrical Fault,655,7.73,2022-12-26,Scott Carlson,3
2023-11-26,M005,Preventive,2029,180,0,Gearbox,52,Electrical Fault,525,7.25,2024-01-06,David Dawson,1
2023-09-24,M003,Reactive,1907,206,4,Motor,45,Wear,362,3.91,2023-12-21,Danielle Schneider,3
2023-07-30,M002,Preventive,3765,146,3,Motor,81,Electrical Fault,448,7.48,2023-10-21,Jeffrey Harding,1
2023-11-26,M004,Preventive,4669,118,2,Bearing,29,Overload,835,7.72,2024-01-16,Sean Howe,5
2022-12-18,M002,Preventive,1418,50,3,Motor,79,None,303,6.54,2023-02-13,Carl Anthony DDS,5
2023-06-11,M001,Preventive,3740,64,3,Bearing,22,Electrical Fault,832,2.33,2023-08-29,Amanda Patton,3
2022-12-25,M003,Preventive,941,251,4,Belt,34,None,743,3.68,2023-02-24,Michael Melendez,5
2022-06-05,M002,Preventive,1534,282,3,Sensor,78,Wear,898,3.22,2022-08-11,Christopher Duran,2
2023-02-12,M001,Preventive,672,71,4,Sensor,83,Electrical Fault,553,1.27,2023-05-02,Brittany Grant,5
2025-04-27,M003,Preventive,4418,62,4,Sensor,80,None,885,9.61,2025-07-18,Daniel Paul,3
2025-03-16,M004,Reactive,1727,272,3,Motor,45,Overload,762,8.6,2025-04-20,David Malone,2
2022-12-04,M003,Preventive,2917,284,0,Sensor,28,Electrical Fault,702,1.83,2023-01-25,Randy Estrada,4
2023-09-17,M005,Preventive,2655,152,3,Gearbox,28,Wear,127,5.77,2023-12-13,Hannah Rojas,2
2022-09-11,M001,Reactive,1768,76,1,Gearbox,63,Overload,986,3.77,2022-11-10,Sara Gill,2
2023-01-15,M005,Preventive,1162,266,2,Sensor,48,Wear,664,2.12,2023-03-30,April Farmer,2
2024-05-05,M004,Preventive,1563,119,3,Belt,49,None,368,1.98,2024-07-21,William Le,4
2023-11-12,M005,Preventive,3314,152,4,Motor,11,None,676,2.6,2024-01-22,Kristin Lewis,2
2022-07-03,M002,Preventive,2696,242,3,Bearing,26,Overload,547,7.38,2022-08-03,Robert Stone,2
2023-02-19,M002,Preventive,2080,160,0,Sensor,42,Overload,111,6.78,2023-04-01,Samuel Espinoza,4
2023-04-23,M002,Reactive,1058,40,2,Belt,54,None,464,3.35,2023-07-15,Todd Horton,4
2024-07-07,M002,Reactive,4199,159,2,Belt,92,Wear,910,3.14,2024-09-04,Garrett Cameron,2
2023-07-09,M002,Reactive,2058,234,2,Sensor,27,Wear,137,7.68,2023-09-28,Leslie Padilla,1
